RowNumber,CustomerId,Surname,Geography,Gender,Age,Tenure,NumOfProducts,IsActiveMember,Contract Online,Internet Activity Score,Having Vollkasko,Kasco Changed Score,Exited
392,15785611,Onyeoruru,Germany,Male,38,3,1,1,0,4,1,0,0
393,15573456,Cunningham,Spain,Male,46,9,2,0,1,2,0,2,1
394,15684548,Demidov,Spain,Male,38,8,2,0,1,1,0,2,1
395,15620505,Celis,Spain,Female,24,0,1,1,0,4,1,0,0
396,15807432,Cheng,Germany,Female,37,2,2,1,0,5,1,0,0
397,15584766,Knight,France,Male,33,3,1,1,0,4,1,0,0
398,15612187,Morin,Germany,Male,32,8,1,0,0,5,1,0,0
399,15762218,Mills,France,Female,39,9,2,1,0,4,1,0,0
400,15646372,Outhwaite,France,Female,66,1,1,0,1,3,0,1,1
401,15690452,Tung,France,Male,52,1,1,0,0,4,1,0,0
402,15747795,Pai,Germany,Female,38,4,1,1,0,4,1,0,0
403,15781589,Carpenter,Spain,Male,52,8,2,1,0,5,1,0,0
404,15732674,Fennell,Spain,Male,36,6,2,1,0,5,1,0,0
405,15642291,Fontaine,France,Male,23,8,2,1,0,4,1,0,0
406,15692761,Pratt,France,Male,36,9,1,0,0,4,1,0,0
407,15578045,Mitchell,Spain,Female,49,9,1,0,0,0,0,2,1
408,15745354,Franklin,Spain,Female,37,4,2,0,0,4,1,0,0
409,15701376,K'ung,Germany,Male,37,10,2,1,0,5,1,0,0
410,15691625,Ko,Germany,Female,41,3,1,0,0,4,1,0,0
411,15566594,McKenzie,Spain,Male,23,10,2,0,0,5,1,0,0
412,15760431,Pino,France,Male,38,1,2,1,0,5,1,0,0
413,15686302,Fisk,Spain,Female,31,3,1,1,0,5,1,0,0
414,15801559,Chiang,Germany,Female,41,9,3,1,1,2,0,2,1
415,15810432,Moseley,Spain,Male,35,8,2,0,0,4,1,0,0
416,15809616,Hsiung,Spain,Male,26,8,2,0,0,5,1,0,0
417,15720559,Heath,Germany,Female,61,5,1,0,1,3,0,1,1
418,15695632,Dellucci,France,Female,39,9,1,1,0,5,1,0,0
419,15659843,Li,France,Female,46,6,2,0,0,4,1,0,0
420,15615624,De Salis,France,Female,28,6,2,0,0,5,1,0,0
421,15810418,T'ang,Germany,Female,60,3,1,0,0,2,0,1,1
422,15716186,Richardson,France,Female,38,2,2,0,0,5,1,0,0
423,15674551,Fitch,Germany,Male,40,7,1,0,0,3,0,1,1
424,15622834,Stevenson,France,Female,35,4,1,0,0,4,1,0,0
425,15566111,Estes,France,Male,39,9,1,0,0,4,1,0,0
426,15784597,Lattimore,France,Male,26,9,1,0,0,5,1,0,0
427,15652883,Chung,Germany,Male,39,10,2,0,0,4,1,0,0
428,15806964,Utz,France,Male,45,0,1,1,0,5,1,0,0
429,15576313,Wei,Germany,Female,40,9,1,0,0,4,1,0,0
430,15806467,Boyle,Germany,Male,40,1,1,0,1,3,0,1,1
431,15597602,Nwachinemelu,Germany,Male,57,3,1,1,1,3,0,2,1
432,15743040,Kuznetsova,Germany,Male,41,2,2,1,0,4,1,0,0
433,15705521,Pisani,Germany,Female,33,0,1,0,0,4,1,0,0
434,15595039,Manna,Germany,Female,37,8,1,0,0,0,0,1,1
435,15799384,Collier,France,Male,33,8,1,0,0,4,1,0,0
436,15581197,Ricci,France,Female,51,3,1,1,0,4,1,0,0
437,15693737,Carr,Germany,Female,30,4,2,0,0,4,1,0,0
438,15624623,Hs?,France,Male,35,10,2,0,0,4,1,0,0
439,15783501,Findlay,France,Female,38,2,2,0,0,5,1,0,0
440,15690134,Hughes,Germany,Female,42,3,1,1,0,5,1,0,0
441,15782735,Chukwuemeka,France,Female,35,3,1,0,0,4,1,0,0
442,15611088,Genovese,France,Female,31,9,2,0,0,5,1,0,0
443,15672145,Swift,France,Female,34,7,2,1,0,4,1,0,0
444,15732628,Ugoji,France,Male,46,2,1,1,0,5,1,0,0
445,15787470,Parkinson,Spain,Male,47,3,1,0,1,1,0,2,1
446,15803406,Ross,France,Female,26,1,1,1,0,4,1,0,0
447,15730460,Oleary,France,Male,37,2,1,0,0,5,1,0,0
448,15644572,Turnbull,France,Male,40,4,1,1,0,5,1,0,0
449,15694860,Uspensky,France,Female,38,6,1,0,1,0,0,2,1
450,15658169,Cook,Spain,Female,47,6,2,0,0,5,1,0,0
451,15794396,Newbold,Germany,Female,38,7,1,0,0,4,1,0,0
452,15785798,Uchechukwu,France,Male,40,9,2,1,0,4,1,0,0
453,15710825,Ch'en,Spain,Male,31,7,1,0,0,4,1,0,0
454,15668444,He,Spain,Female,44,3,1,0,0,4,1,0,0
455,15726631,Hilton,France,Female,39,6,1,1,0,5,1,0,0
456,15733797,Sal,France,Male,36,5,2,0,0,4,1,0,0
457,15747960,Eluemuno,France,Male,33,3,1,1,0,4,1,0,0
458,15634632,Titus,France,Male,38,3,2,0,0,5,1,0,0
459,15707362,Yin,Germany,Male,43,1,1,1,0,0,0,2,1
460,15662976,Lettiere,Spain,Male,37,8,1,1,0,4,1,0,0
461,15732778,Templeman,Germany,Male,29,1,2,1,0,4,1,0,0
462,15718443,Chibuzo,France,Male,39,3,2,0,0,5,1,0,0
463,15670039,Sun,Spain,Female,25,3,2,0,0,5,1,0,0
464,15773792,Evans,France,Female,32,4,1,1,1,2,0,1,1
465,15613786,Ogbonnaya,Spain,Male,26,4,2,1,0,5,1,0,0
466,15726032,Enyinnaya,France,Male,33,9,1,0,0,4,1,0,0
467,15663252,Olisanugo,Spain,Female,32,9,2,1,0,4,1,0,0
468,15593782,Brookes,Germany,Female,38,5,3,0,1,0,0,2,1
469,15633283,Padovano,France,Male,35,8,2,0,0,4,1,0,0
470,15749167,Fisk,France,Male,35,3,2,1,0,4,1,0,0
471,15759298,Shih,Spain,Male,27,10,1,1,0,4,1,0,0
472,15683625,Hare,France,Male,37,1,1,0,0,0,0,2,1
473,15635367,Muir,France,Male,26,2,1,0,0,4,1,0,0
474,15681705,Fanucci,France,Male,28,8,2,0,0,4,1,0,0
475,15603156,Elewechi,France,Female,33,1,2,0,0,5,1,0,0
476,15591986,Johnston,Germany,Male,46,6,1,0,0,2,0,2,1
477,15798888,Pisano,Germany,Female,31,1,1,1,0,5,1,0,0
478,15809722,Ankudinov,France,Female,40,8,2,0,0,5,1,0,0
479,15677538,Nwokike,France,Male,38,7,1,1,0,5,1,0,0
480,15797736,Smith,France,Male,29,4,1,1,0,5,1,0,0
481,15695585,Atkins,Spain,Male,34,6,1,1,0,5,1,0,0
482,15744398,Burns,France,Female,23,5,2,0,0,5,1,0,0
483,15750658,Obiuto,France,Male,37,8,3,0,0,4,1,0,0
484,15578186,Pirozzi,Germany,Male,37,9,2,0,0,4,1,0,0
485,15676519,George,Spain,Male,61,9,2,0,1,1,0,2,1
486,15637954,Lewis,France,Female,35,0,1,1,0,5,1,0,0
487,15758639,Moran,France,Male,37,7,2,0,0,4,1,0,0
488,15613772,Dalrymple,France,Male,39,3,1,1,0,3,0,2,1
489,15731744,Carslaw,France,Male,30,2,2,1,0,4,1,0,0
490,15807709,Kirby,Germany,Female,55,9,1,1,0,4,1,0,0
491,15714689,Houghton,Spain,Male,29,1,1,1,0,4,1,0,0
492,15699005,Martin,France,Female,41,2,1,1,0,4,1,0,0
493,15624170,Tan,France,Female,38,4,2,1,0,4,1,0,0
494,15725679,Hsia,France,Female,47,6,1,0,1,2,0,2,1
495,15585865,Westerberg,France,Female,38,2,2,0,1,2,0,1,1
496,15804256,Hale,Germany,Male,36,8,2,1,0,4,1,0,0
497,15662403,Kryukova,France,Female,32,6,2,0,0,4,1,0,0
498,15733616,Sopuluchukwu,France,Male,40,5,1,1,0,4,1,0,0
499,15591995,Barry,Germany,Male,26,8,2,1,0,5,1,0,0
500,15677020,Selezneva,France,Female,58,8,1,1,1,0,0,2,1
501,15727688,Chizuoke,Spain,Male,32,4,2,1,0,4,1,0,0
502,15715941,Lueck,France,Male,54,5,2,1,0,4,1,0,0
503,15714485,Udinese,France,Male,60,5,1,0,1,1,0,2,1
504,15730059,Udobata,Spain,Male,44,9,2,1,0,4,1,0,0
505,15715527,Freeman,Spain,Female,41,4,1,0,0,5,1,0,0
506,15576623,Outlaw,France,Male,31,5,2,0,0,5,1,0,0
507,15805565,Obiuto,Germany,Male,30,7,1,0,0,4,1,0,0
508,15677307,Lo,Germany,Female,40,6,1,0,0,5,1,0,0
509,15773890,Okechukwu,France,Male,22,5,2,1,0,5,1,0,0
510,15598883,King,Spain,Female,37,2,2,1,0,5,1,0,0
511,15568506,Forbes,Germany,Female,31,10,2,1,0,5,1,0,0
512,15761043,Macleod,Germany,Female,38,6,2,0,0,4,1,0,0
513,15782236,Gibbs,Spain,Male,34,5,2,0,0,5,1,0,0
514,15593601,Isayev,France,Male,34,6,1,1,0,4,1,0,0
515,15682048,Pisano,France,Female,51,3,1,1,0,0,0,1,1
516,15746902,Belstead,Spain,Male,38,9,2,0,0,5,1,0,0
517,15752081,Vassiliev,France,Female,56,10,3,1,0,3,0,1,1
518,15781307,Schneider,Germany,Male,37,7,2,0,0,5,1,0,0
519,15775912,Mazzanti,France,Male,48,4,2,1,1,0,0,2,1
520,15745417,Knipe,France,Male,58,6,1,1,0,4,1,0,0
521,15671256,Macartney,France,Female,35,1,1,0,0,2,0,1,1
522,15653547,Madukwe,France,Male,56,7,1,1,0,4,1,0,0
523,15595766,Watts,Spain,Male,37,5,2,1,0,5,1,0,0
524,15742358,Humphreys,Germany,Male,32,8,1,1,0,4,1,0,0
525,15763274,Wu,France,Male,48,3,1,0,0,4,1,0,0
526,15786063,Chin,France,Female,31,2,2,1,0,5,1,0,0
527,15600258,Chesnokova,France,Male,43,2,2,1,0,5,1,0,0
528,15573318,Kung,France,Male,26,8,2,0,0,5,1,0,0
529,15653849,Lu,Germany,Female,48,3,1,0,0,2,0,1,1
530,15694272,Nkemakolam,France,Male,30,1,1,1,0,5,1,0,0
531,15736112,Walton,Spain,Female,57,2,2,1,0,5,1,0,0
532,15749851,Brookes,Spain,Female,26,4,1,1,0,4,1,0,0
533,15663478,Baldwin,France,Male,32,6,1,1,0,4,1,0,0
534,15592300,Mai,Spain,Male,35,10,1,0,0,5,1,0,0
535,15567832,Shih,France,Female,40,7,1,0,0,4,1,0,0
536,15776780,He,France,Male,59,1,1,0,1,2,0,2,1
537,15592846,Fiorentini,Germany,Male,35,10,2,0,0,4,1,0,0
538,15739803,Lucciano,Spain,Male,34,9,2,0,0,5,1,0,0
539,15794142,Ferreira,Germany,Female,62,5,3,1,0,3,0,1,1
540,15762729,Ukaegbunam,Germany,Female,28,1,1,0,0,3,0,1,1
541,15667896,De Luca,France,Male,37,8,2,1,0,4,1,0,0
542,15626578,Milne,France,Male,26,9,2,1,0,4,1,0,0
543,15776223,Davide,France,Female,42,4,1,1,0,5,1,0,0
544,15705953,Kodilinyechukwu,Spain,Male,51,0,1,0,1,3,0,1,1
545,15802593,Little,France,Female,49,7,3,1,1,2,0,1,1
546,15615457,Burns,Spain,Female,44,2,2,0,0,5,1,0,0
547,15708916,Paterson,France,Male,38,0,2,0,0,4,1,0,0
548,15720187,Han,Germany,Female,30,7,2,0,0,5,1,0,0
549,15595440,Kryukova,France,Male,49,7,2,1,0,5,1,0,0
550,15600651,Ijendu,France,Male,24,1,3,1,0,5,1,0,0
551,15750141,Reichard,Germany,Female,36,3,2,0,0,4,1,0,0
552,15657284,Day,Germany,Male,47,6,1,1,0,1,0,2,1
553,15763063,Price,Spain,Female,25,10,1,0,0,4,1,0,0
554,15709324,Bruce,France,Male,34,7,2,0,0,5,1,0,0
555,15711309,Sumrall,Germany,Male,33,3,1,0,0,5,1,0,0
556,15775318,Lu,Spain,Female,51,3,3,1,0,3,0,2,1
557,15705515,Lazarev,Germany,Male,40,5,2,0,0,4,1,0,0
558,15634844,Miller,Germany,Male,41,3,1,0,0,1,0,1,1
559,15717046,Wentworth-Shields,Spain,Male,53,3,2,1,0,4,1,0,0
560,15571816,Ritchie,Spain,Female,70,5,1,1,0,5,1,0,0
561,15670080,Mackenzie,Germany,Female,29,7,1,1,0,4,1,0,0
562,15800440,Power,Spain,Male,61,1,1,1,0,5,1,0,0
563,15665678,Tan,Spain,Male,36,8,1,1,0,5,1,0,0
564,15665956,Pendergrass,France,Female,46,1,1,0,1,0,0,2,1
565,15788126,Evans,Spain,Female,38,6,1,1,0,4,1,0,0
566,15811773,Hsia,France,Male,36,4,2,1,0,4,1,0,0
567,15651674,Billson,Spain,Female,54,2,1,0,0,2,0,1,1
568,15689614,Teng,Spain,Female,63,1,1,1,0,4,1,0,0
569,15795564,Moretti,Germany,Male,31,5,2,1,0,4,1,0,0
570,15706647,Jordan,France,Male,31,7,3,1,0,5,1,0,0
571,15728505,Ts'ao,France,Male,44,1,2,1,0,5,1,0,0
572,15730076,Osborne,France,Male,45,1,1,0,1,2,0,1,1
573,15622003,Carslaw,France,Male,35,9,2,0,0,5,1,0,0
574,15607312,Ch'ang,Spain,Female,49,10,2,1,1,0,0,2,1
575,15644753,Hung,Spain,Male,40,3,1,1,0,5,1,0,0
576,15653620,Gordon,France,Female,27,8,2,1,0,4,1,0,0
577,15761986,Obialo,Spain,Female,32,3,1,0,0,5,1,0,0
578,15633922,Gray,France,Male,30,4,2,1,0,5,1,0,0
579,15734674,Lin,France,Female,41,6,1,0,0,4,1,0,0
580,15658032,Hopkins,France,Male,39,2,2,1,0,4,1,0,0
581,15692671,Dobson,Spain,Male,36,8,2,0,0,4,1,0,0
582,15737741,McKay,Spain,Female,33,2,2,1,0,2,0,2,1
583,15576352,Revell,Spain,Female,57,3,2,1,0,4,1,0,0
584,15753719,Rickards,Germany,Female,30,9,1,0,0,5,1,0,0
585,15803689,Begum,Germany,Female,51,1,2,0,1,2,0,2,1
586,15718057,Onyinyechukwuka,France,Female,51,2,1,0,1,2,0,2,1
587,15722010,Zuyev,Spain,Male,53,9,1,0,0,1,0,2,1
588,15680998,Nwankwo,France,Male,44,5,1,1,0,5,1,0,0
589,15614782,Hao,France,Male,36,1,1,0,0,5,1,0,0
590,15591047,Ma,Spain,Female,47,6,2,0,0,1,0,1,1
591,15788291,Okwuadigbo,Germany,Female,38,7,1,1,1,2,0,1,1
592,15604044,Mitchell,France,Male,38,8,1,0,0,4,1,0,0
593,15679587,Chan,France,Female,34,9,1,1,0,4,1,0,0
594,15775153,Buchi,Spain,Male,32,4,1,0,0,5,1,0,0
595,15603925,Greco,Spain,Female,26,4,2,1,0,4,1,0,0
596,15680970,Lombardi,Germany,Female,41,2,1,0,0,4,1,0,0
597,15697183,Uchenna,Spain,Male,43,9,2,0,0,5,1,0,0
598,15567446,Coffman,Germany,Male,39,9,1,1,0,4,1,0,0
599,15637476,Alexandrova,Germany,Female,57,5,1,0,1,3,0,1,1
600,15714939,Fallaci,Germany,Female,34,4,1,1,0,4,1,0,0
601,15683503,Hudson,France,Female,43,8,3,1,1,2,0,2,1
602,15645569,Mai,Spain,Female,26,7,2,1,0,5,1,0,0
603,15782569,Stout,France,Female,72,9,1,1,0,5,1,0,0
604,15592387,Burke,France,Male,30,5,1,0,0,3,0,2,1
605,15609286,Chadwick,France,Male,37,10,1,1,0,5,1,0,0
606,15814035,Lawrence,France,Male,29,9,1,1,0,4,1,0,0
607,15661249,Bellucci,France,Male,53,4,2,1,0,5,1,0,0
608,15629117,Harper,France,Male,28,10,2,0,0,5,1,0,0
609,15607170,Boyle,France,Male,35,5,2,1,0,4,1,0,0
610,15586585,Duncan,Germany,Female,51,2,1,0,0,4,1,0,0
611,15686611,Moss,France,Male,30,10,1,0,0,4,1,0,0
612,15603203,Avdeyeva,France,Female,27,6,2,0,0,4,1,0,0
613,15619857,Crawford,France,Female,64,2,1,1,0,5,1,0,0
614,15805062,Lynton,Spain,Male,38,1,1,1,0,5,1,0,0
615,15660271,Duncan,Germany,Male,26,8,1,1,0,5,1,0,0
616,15745295,Gether,Spain,Female,31,0,1,0,0,2,0,2,1
617,15719352,Davidson,Spain,Male,39,6,2,0,0,4,1,0,0
618,15766575,Larionova,Germany,Female,62,8,1,0,0,2,0,2,1
619,15594594,Loggia,Spain,Male,42,7,1,1,0,5,1,0,0
620,15646161,Steinhoff,Spain,Female,37,8,2,1,0,5,1,0,0
621,15682585,Guerra,France,Male,35,9,1,0,0,5,1,0,0
622,15603134,Pai,Spain,Female,40,10,1,1,0,4,1,0,0
623,15636444,Craig,Germany,Female,53,5,2,1,0,5,1,0,0
624,15773456,Lazareva,Germany,Male,36,3,2,1,0,4,1,0,0
625,15745307,Ch'iu,Spain,Female,48,2,1,1,0,4,1,0,0
626,15604119,Alderete,Spain,Male,35,7,1,0,0,4,1,0,0
627,15626900,Kung,France,Male,29,1,1,1,0,5,1,0,0
628,15605447,Palermo,France,Male,49,2,1,0,0,4,1,0,0
629,15589030,Ts'ai,France,Male,47,1,2,1,0,4,1,0,0
630,15692463,Rahman,Spain,Female,28,3,1,0,0,5,1,0,0
631,15712403,McMillan,France,Female,61,1,1,0,0,3,0,1,1
632,15811762,Pickering,Germany,Female,54,6,1,0,1,2,0,2,1
633,15718673,Mirams,Spain,Female,33,10,1,0,0,5,1,0,0
634,15724282,Tsao,Germany,Male,44,3,2,1,0,4,1,0,0
635,15738181,Douglas,France,Male,31,6,2,0,0,1,0,2,1
636,15633648,Jideofor,Spain,Female,51,5,2,0,0,4,1,0,0
637,15603323,Bell,Spain,Female,33,1,2,0,0,5,1,0,0
638,15583725,Mairinger,France,Male,48,1,1,1,0,4,1,0,0
639,15588350,McIntyre,France,Female,43,10,1,1,0,5,1,0,0
640,15798398,Pagnotto,France,Female,36,4,1,0,0,5,1,0,0
641,15784844,K'ung,Spain,Male,48,5,1,0,1,3,0,1,1
642,15580684,Feng,France,Female,29,5,1,0,0,5,1,0,0
643,15809663,Donaldson,France,Female,27,1,1,1,0,4,1,0,0
644,15640078,Chambers,Germany,Female,39,5,1,0,1,0,0,1,1
645,15698786,Marcelo,France,Female,39,9,1,0,0,2,0,2,1
646,15569807,Ejimofor,France,Female,34,8,1,0,0,2,0,1,1
647,15730830,Dale,France,Female,30,3,2,1,0,5,1,0,0
648,15805112,Pokrovsky,France,Male,38,7,1,0,0,5,1,0,0
649,15633064,Stonebraker,France,Female,36,4,2,0,0,4,1,0,0
650,15703119,Liang,France,Male,38,6,2,1,0,4,1,0,0
651,15730447,Anderson,France,Female,49,4,2,1,0,5,1,0,0
652,15813850,Christian,France,Male,52,7,1,1,0,5,1,0,0
653,15711889,Mao,France,Male,42,3,1,0,0,5,1,0,0
654,15664610,Campbell,Germany,Male,48,4,1,1,0,2,0,1,1
655,15751710,Ginikanwa,Spain,Male,31,8,2,1,0,4,1,0,0
656,15692926,Toscani,Germany,Male,25,8,1,1,0,5,1,0,0
657,15813741,Nnachetam,Spain,Male,25,6,1,1,0,5,1,0,0
658,15698474,Sagese,Germany,Female,54,1,2,1,0,5,1,0,0
659,15568595,Fleming,France,Male,64,9,1,1,0,4,1,0,0
660,15603065,Grubb,France,Female,30,6,2,0,0,4,1,0,0
661,15592937,Napolitani,Germany,Female,41,3,1,1,0,4,1,0,0
662,15699637,Anenechi,Spain,Male,57,8,1,1,0,5,1,0,0
663,15667215,Chandler,France,Male,31,2,2,1,0,5,1,0,0
664,15788659,Howells,France,Male,46,4,2,1,0,5,1,0,0
665,15763218,Akeroyd,France,Female,41,1,2,1,0,4,1,0,0
666,15645772,Onwumelu,France,Male,33,9,2,1,0,5,1,0,0
667,15725511,Wallace,France,Female,31,3,1,1,0,5,1,0,0
668,15575024,Uwaezuoke,France,Male,29,3,2,1,0,4,1,0,0
669,15640825,Loyau,Spain,Male,46,3,1,1,0,4,1,0,0
670,15662397,Small,France,Female,42,5,1,1,0,4,1,0,0
671,15576368,Bledsoe,Germany,Female,48,3,2,0,0,4,1,0,0
672,15674991,Kao,France,Male,42,9,2,1,0,4,1,0,0
673,15721024,Wickens,France,Male,26,0,1,0,0,4,1,0,0
674,15745621,Wertheim,Spain,Female,32,6,2,1,0,4,1,0,0
675,15642394,He,Spain,Male,35,5,2,1,0,4,1,0,0
676,15754605,Jarvis,France,Female,39,5,2,1,0,5,1,0,0
677,15607040,P'an,Spain,Female,38,4,2,0,0,5,1,0,0
678,15715142,Repina,Germany,Male,45,7,1,1,0,0,0,2,1
679,15810978,Pugliesi,Spain,Female,70,1,2,1,0,5,1,0,0
680,15668886,Blakey,Spain,Female,38,3,2,0,0,5,1,0,0
681,15780804,Nucci,France,Male,55,5,1,1,0,4,1,0,0
682,15613880,Higinbotham,Spain,Male,58,5,1,1,0,4,1,0,0
683,15775238,Achebe,Germany,Female,41,4,1,1,0,5,1,0,0
684,15786905,Russo,Germany,Female,40,8,2,0,0,5,1,0,0
685,15747867,Trevisani,France,Male,24,9,1,0,0,4,1,0,0
686,15600337,Dobie,Spain,Male,42,2,1,0,0,0,0,2,1
687,15801277,Maccallum,France,Female,31,2,2,1,0,4,1,0,0
688,15579334,Watkins,Germany,Female,45,5,1,0,0,3,0,1,1
689,15802741,Mitchel,France,Female,51,7,1,0,0,2,0,2,1
690,15720649,Ferdinand,France,Female,36,5,1,0,0,5,1,0,0
691,15589493,Otitodilinna,Germany,Male,27,1,2,0,0,4,1,0,0
692,15688251,Mamelu,France,Male,43,1,2,0,0,5,1,0,0
693,15665238,Beneventi,Germany,Male,36,8,1,0,0,5,1,0,0
694,15740900,Perrodin,France,Male,34,6,2,1,0,5,1,0,0
695,15681068,Chinagorom,France,Female,45,2,1,1,0,4,1,0,0
696,15748625,Napolitano,France,Male,57,6,2,1,0,4,1,0,0
697,15727299,Edgar,Spain,Male,62,1,1,1,1,3,0,2,1
698,15620204,Walker,Germany,Female,57,1,2,1,0,2,0,2,1
699,15669516,Steele,Spain,Male,36,2,2,1,0,4,1,0,0
700,15736534,Elkins,Germany,Male,33,0,1,1,0,4,1,0,0
701,15803457,Hao,France,Female,32,5,2,0,0,4,1,0,0
702,15659098,Toscano,France,Male,30,7,1,0,0,5,1,0,0
703,15603436,Savage,Spain,Female,49,2,2,1,0,4,1,0,0
704,15566292,Okwuadigbo,Spain,Male,36,1,2,1,0,5,1,0,0
705,15808621,Mordvinova,Germany,Male,36,2,2,1,0,5,1,0,0
706,15580148,Welch,Germany,Male,40,5,3,0,1,1,0,2,1
707,15776231,Kent,Germany,Male,35,4,1,1,0,5,1,0,0
708,15773809,Campbell,France,Male,42,4,2,0,0,4,1,0,0
709,15649423,Cooper,France,Female,35,8,2,1,0,5,1,0,0
710,15734886,Mazzi,France,Female,34,3,2,0,0,5,1,0,0
711,15722548,Fisher,France,Male,48,0,1,0,0,4,1,0,0
712,15650288,Summers,Germany,Male,35,6,1,0,0,4,1,0,0
713,15629448,Brady,Spain,Male,38,1,1,0,0,5,1,0,0
714,15716164,Nicholls,France,Female,41,3,1,0,0,5,1,0,0
715,15807609,Yuan,Spain,Female,25,3,3,0,1,2,0,2,1
716,15578977,Robinson,France,Male,34,9,2,0,0,4,1,0,0
717,15677369,Golubov,Germany,Female,37,4,1,0,0,4,1,0,0
718,15804072,Chen,Spain,Female,42,5,2,0,0,5,1,0,0
719,15696859,Oldham,France,Male,45,10,2,0,0,5,1,0,0
720,15653780,Kambinachi,France,Female,43,5,1,1,0,5,1,0,0
721,15721658,Fleming,Spain,Female,56,2,2,1,0,2,0,2,1
722,15578761,Cunningham,Spain,Female,42,6,2,1,1,1,0,2,1
723,15736879,Obinna,France,Male,23,1,2,0,0,5,1,0,0
724,15571973,Chinwemma,France,Female,38,2,1,0,0,4,1,0,0
725,15626742,Carpenter,France,Male,36,3,1,1,0,4,1,0,0
726,15672692,Yin,France,Female,42,10,2,1,0,4,1,0,0
727,15673570,Olsen,France,Male,37,9,2,1,0,5,1,0,0
728,15767432,Ts'ai,France,Female,25,7,3,1,0,5,1,0,0
729,15654238,Jen,France,Female,40,5,1,0,0,5,1,0,0
730,15612525,Preston,France,Female,57,1,1,0,1,3,0,1,1
731,15812750,Ozioma,France,Male,24,6,1,1,0,5,1,0,0
732,15790757,Cody,France,Female,25,10,2,0,0,4,1,0,0
733,15723873,Ponomarev,Spain,Male,31,3,1,0,0,5,1,0,0
734,15744607,Martin,Germany,Male,43,9,2,0,1,2,0,1,1
735,15612966,Milani,Germany,Female,60,7,1,1,1,3,0,2,1
736,15784209,Tang,France,Male,47,6,1,1,0,4,1,0,0
737,15794278,Romani,Spain,Male,67,6,1,1,0,5,1,0,0
738,15766741,McIntyre,France,Male,36,2,1,1,0,4,1,0,0
739,15661036,Davis,France,Male,46,6,2,0,0,5,1,0,0
740,15705639,Onyemauchechukwu,France,Female,28,8,2,0,0,5,1,0,0
741,15637414,Gell,France,Female,24,7,1,1,0,4,1,0,0
742,15716835,Rossi,France,Male,24,8,1,1,0,5,1,0,0
743,15696231,Chiwetelu,France,Male,29,7,1,1,0,4,1,0,0
744,15641675,Kirillova,France,Female,49,2,3,0,1,3,0,1,1
745,15670755,Shaw,France,Male,60,8,2,1,0,4,1,0,0
746,15640059,Smith,France,Male,40,5,2,1,0,4,1,0,0
747,15787619,Hsieh,France,Male,18,2,1,0,0,4,1,0,0
748,15587535,Onyemauchechukwu,Spain,Female,46,5,1,0,0,5,1,0,0
749,15813034,Martin,Spain,Male,38,2,1,1,0,5,1,0,0
750,15698839,Okwudilichukwu,Germany,Male,46,4,2,1,0,5,1,0,0
751,15790314,Onuoha,France,Male,41,0,2,1,0,4,1,0,0
752,15634245,Muecke,Germany,Female,47,9,1,0,0,4,1,0,0
753,15677305,Hsieh,France,Female,35,7,1,1,0,4,1,0,0
754,15661526,Anderson,Germany,Male,37,2,2,0,0,4,1,0,0
755,15685997,Azubuike,Spain,Female,39,5,2,0,0,5,1,0,0
756,15660101,Nnonso,France,Male,31,9,2,0,0,4,1,0,0
757,15637979,Fuller,Germany,Female,36,2,2,0,0,4,1,0,0
758,15815364,Ashley,Spain,Female,28,2,2,1,0,4,1,0,0
759,15647099,Ts'ui,France,Female,37,9,1,0,0,5,1,0,0
760,15625944,Buccho,France,Male,58,5,1,1,0,5,1,0,0
761,15583212,Chidozie,France,Female,43,5,1,0,0,5,1,0,0
762,15582741,Maclean,France,Female,35,5,1,0,0,1,0,2,1
763,15637876,Burns,Germany,Female,36,6,1,0,1,3,0,1,1
764,15622750,Chu,Germany,Female,21,1,1,0,0,5,1,0,0
765,15672056,Kenenna,Germany,Male,43,2,3,1,0,1,0,2,1
766,15812351,Beluchi,Spain,Female,27,2,1,0,0,5,1,0,0
767,15810864,Williamson,France,Female,82,2,2,1,0,5,1,0,0
768,15677921,Bobrov,Germany,Male,60,9,2,0,0,2,0,1,1
769,15724296,Kerr,Spain,Male,41,2,2,0,0,5,1,0,0
770,15685329,McKenzie,France,Female,63,1,1,1,1,2,0,2,1
771,15584091,Pitts,Germany,Female,36,2,2,0,0,3,0,1,1
772,15640442,Standish,France,Male,31,4,1,0,0,4,1,0,0
773,15639314,Cartwright,France,Male,32,2,2,1,0,4,1,0,0
774,15685320,Johnstone,France,Male,36,3,1,0,0,4,1,0,0
775,15789158,Nikitina,Germany,Male,49,6,2,0,1,3,0,2,1
776,15752137,McElroy,France,Male,33,7,1,1,0,4,1,0,0
777,15712551,Shen,Germany,Female,58,7,1,0,1,2,0,2,1
778,15628936,Archer,Spain,Male,28,9,1,0,1,3,0,1,1
779,15797227,Otutodilinna,France,Male,28,8,2,1,0,4,1,0,0
780,15769974,Shih,Spain,Female,35,8,1,0,0,5,1,0,0
781,15737051,Denisov,France,Male,27,8,2,0,0,5,1,0,0
782,15585595,Owens,France,Female,28,1,2,1,0,4,1,0,0
783,15654060,P'eng,France,Male,41,2,2,1,0,4,1,0,0
784,15745196,Verco,France,Female,35,8,2,0,0,5,1,0,0
785,15571221,Bergamaschi,Germany,Male,58,7,1,1,0,0,0,2,1
